Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
7/23/22 18:35,Chelmsford essex,Essex,United Kingdom,Circle,It was for about 5 minute,It was pretty strange. Just a black circle in the sky for 10 minutes,9/9/22,Yes
7/23/22 18:00,bournemouth,Dorset,United Kingdom,Triangle,2-3 minutes,The object looked like a batman shaped. It caught my attention since it was swirling and swinging very easily in the sky.,9/9/22,
7/23/22 13:54,Milwaukee,WI,USA,Other,Short video clip,US Air Show with Jets - Video shows something Exiting Stage Left Quickly,9/9/22,Yes
7/23/22 10:54,West Bend,WI,USA,Circle,8-10 seconds,Giant black circle with extremely bright green red blue light,9/9/22,
7/23/22 06:09,Dubai,Dubai,United Arab Emirates,Cone,15 Minutes,There was a big cone that looked like an orange cone,9/9/22,
7/23/22 05:35,Slidell,LA,USA,Circle,45 seconds to one minute,I saw 2 round white orbs flying fast towards the rising sunlight to which they disappeared in the light about a minute long watching t,9/9/22,
7/23/22 04:15,Elora,ON,Canada,Light,One minute,"3 objects glowing moving south, one veered east then continued south",9/9/22,
7/23/22 04:00,philadelphia,PA,USA,Circle,an hours or so,The craft has green lights blinking in a circular pattern for a few moments. Craft moved to the NW direction lights flashing.,9/9/22,Yes
7/23/22 02:00,Morgantown,WV,USA,Star,About an hour and a half.,"Moving star. Not a satellite. Saw it in the sky southwest of my location, but it moved to dead center of the sky where I was at.",9/9/22,
7/23/22 00:52,Hilham,TN,USA,Circle,Several minutes/an hour,"Very bright, white light that hovered/moved with ease. Travel distance very fast. No sound.",9/9/22,
7/22/22 23:10,Bly Oregon,OR,USA,Cigar,10 mins,4 US air force personnel seen cigar shaped object,9/9/22,
7/22/22 23:04,klamath falls,OR,USA,Cigar,30 seconds,"I went out back, looked up seen the train of lights, had my son record it.",9/9/22,Yes
7/22/22 23:00,Many,LA,USA,Cylinder,30 to 40 seconds,Seen a this figure in the sky not moving then slowly faded away.,9/9/22,Yes
7/22/22 22:55,Plymouth,MN,USA,Cigar,3 minutes,It flew across the sky in front of us for about 2 minutes then disappeared. Very slim. Low flying.,9/9/22,Yes
7/22/22 22:54,Lindsay,NE,USA,Rectangle,Approximately 2-3 minutes,I saw a rectangular craft with strobing lights fly silently from south to north of my location. Was not starlink satellites!,9/9/22,
7/22/22 22:53,Sapulpa,OK,USA,Disk,I have 1minet video,"Stepped outside just caught it mid passing probably 2,000 ft away headed north in area code 74066 at 10:50 p.m. I do have video",9/9/22,
7/22/22 22:45,Pacific City OR USA,,,Rectangle,Long rectangular red ligh,Traveling from south to north large cylinder with dim double row red lights.,9/9/22,
7/22/22 22:35,Bend,OR,USA,Disk,A few minutes,It was bright and round ish,9/9/22,Yes
7/22/22 22:25,STOCKBRIDGE,MI,USA,Other,60 seconds,Linear formation of multiple white lights moving in unison evenly spaced viewed in the sky overhead,9/9/22,Yes
7/22/22 22:25,Oakland,CA,USA,Cigar,Around 1-2 minutes,Some friends and I were chilling in the mountains when we looked in the sky and seen a solid beam of lights. It seemed to be rotating.,9/9/22,Yes
7/22/22 22:25,Dublin,OH,USA,Cigar,2-3 minutes,"Saw an object moving straight down slowly, as we were watching it, several lights lit up consecutively and then it disappeared.",9/9/22,
7/22/22 22:15,Rosebud,SD,USA,Disk,3 minutes,Dark chrome disk,9/9/22,
7/22/22 22:00,Steamboat Springs,CO,USA,Sphere,20 seconds,A chain of lights moving at high speed,9/9/22,
7/22/22 22:00,Somers point,NJ,USA,Fireball,3 min,3 glowing balls,9/9/22,
7/22/22 22:00,Ossian,IN,USA,Circle,4 minutes,"Flying saucer/UFO, Light blue neon lights, Very clear view, seemed to be 1 living ET in spacecraft, after about 4 Minutes, it was gone.",9/9/22,
7/22/22 22:00,Boulder,CO,USA,Rectangle,30 seconds,Bright white perimeter of elongated rectangle with evenly spaced circular lights in middle,9/9/22,Yes
7/22/22 21:55,Cottonwood Heights,UT,USA,Cigar,About 20 seconds,"At home in backyard, huddled in rows of 3 with lines about 20 long",9/9/22,Yes
7/22/22 21:54,Silverthorne,CO,USA,Cigar,1 minute,Lighted object seen moving north to south,9/9/22,Yes
7/22/22 21:50,Custer,SD,USA,Formation,40 seconds,We sat around outside our camp fire and one of party members looked up to the sky and saw the strange shape that was slowly moving.,9/9/22,
7/22/22 21:47,Cedar Springs,MI,USA,Cigar,3-5 minutes,"Huge cylinder floated across the sky, lit up and then disappeared",9/9/22,
7/22/22 21:42,Upper Pottsgrove,PA,USA,Circle,5 minutes,3 orange yellow orbs,9/9/22,
7/22/22 21:30,Salinas,CA,USA,Unknown,10 minutes,Lights staying still in sky that turned on and off,12/22/22,
7/22/22 21:24,Pimpri-Chinchwad,Maharashtra,India,Formation,Less than minute,Formation of lights,9/9/22,
7/22/22 21:19,Dansville,NY,USA,Unknown,,Ufo sighting,12/22/22,Yes
7/22/22 21:18,Concord,NH,USA,Teardrop,3 days,Upon driving thru multiple towns an object that was well lit followed me three nights in a row,9/9/22,
7/22/22 20:55,Aronldsville,GA,USA,Changing,One hour,Spotted several craft on July 22nd at 8:50pm started as orb then triangle craft was 50 feet over house and then came right over my head,9/9/22,
7/22/22 20:10,Levittown,PA,USA,Chevron,one minute,Watching a passenger plane with short contrail making a turn when this was going by in the opposite direction,9/9/22,
7/22/22 20:03,Huntsville,TX,USA,Circle,One minute,From my back porch I was taking photos of the sunset and saw the green orb. It moved upward and went behind the clouds.,9/9/22,Yes
7/22/22 19:00,Skippack Township,PA,USA,Cigar,15 minutes,"Craft was yellow, moving slowly without any sound ..",9/9/22,
7/22/22 18:00,Bradenton,FL,USA,Sphere,20-30 seconds,looked up at storm clouds as leaving theatre & saw silver ball/sphere speeding NW..turned black & disappeared,9/9/22,
7/22/22 15:20,Malibu,CA,USA,Sphere,25-35 seconds,"A sphere, approximately 200-400' in the air, sat stationary until it ""blinked"" out of sight",10/8/22,
7/22/22 15:10,Prineville,OR,USA,Chevron,,Chevron shaped mirrored image fell from blue sky moved rapidly back into blue sky,9/9/22,
7/22/22 11:00,Moore,OK,USA,,10 minutes,Long cigar solid shaped craft with light beam,9/9/22,Yes
7/22/22 05:05,Pittsfield,MA,USA,Star,30-60 seconds,"I saw what appeared to be a star, but it was moving in very weird directions",9/9/22,
7/22/22 05:00,Kannapolis,NC,USA,Light,10 seconds,2 Headlight looking lights off in distance.,9/9/22,
7/22/22 01:20,Yankton,SD,USA,Cylinder,4-5mins,Fiery blue cylinder shape,9/9/22,
7/21/22 23:36,Onaway,MI,USA,Unknown,3 minutes approximately,"Saw a bright light traveling east, then it stopped.",9/9/22,
7/21/22 23:30,Whitng,NJ,USA,Circle,About 8 minutes,Circle type craft moving at incredible speeds,9/9/22,
7/21/22 23:20,Terrebonne,OR,USA,,A few seconds,Bright flash of light and then a trail going down.,9/9/22,
7/21/22 23:00,Pottstown,PA,USA,Light,30 min,Many UAP sitting in the sky. String of lights not moving. V shape lights not moving. Other moving craft with bright under lights.,9/9/22,Yes
7/21/22 22:41,Homewood,IL,USA,Star,10 minutes,Several stars are continuing to move over our house in different directions and are changing direction at extremely fast rates.,9/9/22,
7/21/22 22:00,Pioneer,CA,USA,Light,1 minute,5 lights appeared then disappeared one after the other in a line the length of a fist stretched out at arms length,9/9/22,
7/21/22 21:46,Dayton,OH,USA,Circle,40 Seconds,The UFO was seen low to the ground at high speeds.,9/9/22,
7/21/22 21:33,Philadelphia,PA,USA,Circle,5 minutes,Green orbs lined up like orion's belt then changed positions to an obtuse triangle almost like the handle of the dipper,9/9/22,
7/21/22 16:30,Gibsonton,FL,USA,Cylinder,5 minutes,"Saw a white light in the sky, then shot up about 1000 feet in second then light changed colors then craft started changing shape in sky",9/9/22,
7/21/22 14:28,Keizer,OR,USA,Light,Just a few minutes,Either a cluster of drones flying in sync or....,9/9/22,
7/21/22 09:30,In between Grand lake Estes Park,,,Cigar,30min,Was at the top of a mountain and did not have any visible things on the way outside to indicate what was giving it propulsion,9/9/22,
7/21/22 09:21,Rocky Mountain National Park,CO,USA,Cigar,30 minutes,Was a white rectangle box that rose up off of a mountain,9/9/22,
7/21/22 09:20,Rocky Mountain National Park,,,Cigar,30 minutes,Was a white rectangle box that rose up off of a mountain,9/9/22,Yes
7/21/22 06:00,McVeytown,PA,USA,Sphere,30 seconds,"White, spherical object flying silently in northeasterly direction.",9/9/22,
7/21/22 05:15,Stinett,TX,USA,Circle,,A round floating object in the sky appearing close proximity to the man,9/9/22,Yes
7/21/22 01:35,Boca Raton,FL,USA,Disk,Watched for about 10 minu,"Looked like 3 lights, was hovering, only light in the sky",9/9/22,
7/21/22 01:30,Goochland,VA,USA,Triangle,about 3 minutes,It was too big to be going that slow and low in the sky. I stood at the window' do not remember seeing it pass over house?,9/9/22,
7/21/22 00:15,Oceanside,CA,USA,Chevron,20 seconds,Dark Blue Darting Chevron shape,9/9/22,Yes
7/20/22 23:15,Lakewood,WA,USA,Sphere,10 sec,Sphere followed/escorted by helicopter,9/9/22,Yes
7/20/22 16:50,Anchorage,AK,USA,Cylinder,Its save in my computer,"We was looking out our window taking picture of the clouds because of the colors. Then this huge ufo appeared, You can see a wormhole",12/22/22,Yes
7/20/22 11:00,Vero beach,FL,USA,Disk,2 minutes,"Stationary disk sat for 2 minutes, then flew off at enormous speed",9/9/22,
7/20/22 04:23,Not sure,NE,USA,Light,Not sure 39 mins or more,My uncle sent me video footage from his phone from the truck stop he was at as well as a picture from his phone,9/9/22,Yes
7/19/22 23:38,Albuquerque,NM,USA,Light,1:20,Flashing Light in the Clouds,9/9/22,
7/19/22 22:45,Everett,WA,USA,Light,Lasted around 10 to 15 mi,Super bright&fast moving orange lights,9/9/22,
7/19/22 22:20,Melbourne,AR,USA,Light,About 7 minutes,Two orange lights slowly pulsing in the distance.,9/9/22,
7/19/22 21:30,Cosby,MO,USA,Light,7 minutes,Three orbs of light sighted for seven minutes before each light disappeared one by one.,9/9/22,
7/19/22 19:39,Cedarhurst,NY,USA,Unknown,fast but got a photo,Something flew fast and I took a picture and caught it.,9/9/22,Yes
7/19/22 16:57,Port St. Lucie,FL,USA,Diamond,1 hour,"Three semi-metallic, diamond shaped craft.",9/9/22,Yes
7/19/22 12:27,Short Pump,VA,USA,,20 seconds,"Saw a strange cloud in the sky. Twisting upward like an upside down tornado. That's what caught my eye, so I took a few pictures of it.",9/9/22,Yes
7/19/22 10:18,Fort Collins,CO,USA,Triangle,5 seconds,"Very large scale, fast moving, dim lights in triangle shape flew over from East to West.",9/9/22,
7/19/22 02:27,Los Angeles,CA,USA,Unknown,2-6 minutes,My friend saw something near the moon and I thought she was lying until I actually looked up.,9/9/22,Yes
7/19/22 00:54,Emmett,ID,USA,Unknown,10 seconds,Green light turned red headed up hill,9/9/22,
7/19/22 00:12,Near atlanta,GA,USA,Fireball,Few minutes,Traveling in plane,9/9/22,
7/19/22 00:00,Stafford,Staffordshire,United Kingdom,Sphere,1 minute,Spherical light descending from a high altitude.,9/9/22,
7/18/22 23:51,,Carmarthenshire,United Kingdom,Light,Few minutes.,Bright orb flying towards the east.,9/9/22,
7/18/22 23:01,Chapel Hill,NC,USA,Unknown,At least 5 minutes,"Saw hovering solid red and green light, which quickly moved a long distance then back, then hovered again.",9/9/22,
7/18/22 23:00,Auburn Hills,MI,USA,Star,25 seconds,Undercover Satellite,9/9/22,
7/18/22 22:44,Philadelphia,,,Disk,Flew for a split second,Flew fasted glowing from behind FMC buikding,9/9/22,
7/18/22 19:00,Gold coast,Queensland,Australia,Disk,1 Minute,A ship with purple trail is seen in the sky,9/9/22,
7/18/22 06:10,Canberra,Australian Capital Territory,Australia,Cigar,40seconds,Long thin object viewed travelling slowly through sky,9/9/22,
7/18/22 05:20,Chester,VT,USA,Cigar,1 minute approximately,I saw a large silver/white glowing object moving across the horizon,9/9/22,
7/18/22 02:37,Bass River Township,NJ,USA,Unknown,15 minutes,"I was indoors so did not see a craft this time, just an ""entity"" that may be related to my other recent sightings of spherical craft.",9/9/22,
7/18/22 00:10,Greeley,CO,USA,Circle,25 minutes,Light 1/3 size of the moon distintly round but hazy when all the stars were sharp and crisp.,9/9/22,
7/17/22 23:20,Kennesaw,GA,USA,Unknown,A couple hours,Saw something standing there it was small and brown and disappeared as I jumped.,9/9/22,
7/17/22 22:00,Clayton,NC,USA,Rectangle,1 minute,"Object sighted in sky relatively low, appeared to be a white bright translucent light moving from left to right",9/9/22,Yes
7/17/22 21:48,Oak Forest,IL,USA,Chevron,8 minutes,"Silent, orange and red non blinking lit up craft. Moving south. Never seen anything like it.",9/9/22,
7/17/22 21:25,Unknown,IA,USA,Other,Captured in photo,Didn't realize what I captured until looking at photos,9/9/22,Yes
7/17/22 02:14,milton,VT,USA,Diamond,1-2 minutes +,"No noise, it was like one big lit up Diamond (like a star- no random lights), dogs were howling, this ufo chased me, dread feeling",9/9/22,
7/17/22 00:55,chaska,MN,USA,Circle,10mins+,Stationary lights in the clouds,9/9/22,Yes
7/16/22 23:27,Kuna,ID,USA,Triangle,2-3 minutes,Saw a slow moving large object that was silent.,9/9/22,
7/16/22 23:00,Athens,GA,USA,Chevron,Several hours every night,Chevron shaped and V shaped more than 1 and different sizes,9/9/22,Yes
7/16/22 22:30,Spartanburg,SC,USA,Diamond,Approximately 20 minutes,"Clusters of lights in the shapes of triangles, moving through neighborhood. Seen by many folks in neighborhood.",9/9/22,
7/16/22 18:49,Rugby,,United Kingdom,Oval,5 minutes,"Light oval/tictac shape metallic looking. High up, hovering and doing strange movements. I have a video",9/9/22,
7/16/22 16:51,Matawan,NJ,USA,Unknown,30 seconds - minute,At 4:51 pm I saw 3 black objects moving from south to north,9/9/22,Yes
7/16/22 12:57,Laramie,WY,USA,Sphere,Sense sunset the 15th,Saw a bright object at sunset above clouds that looked balloon shaped with binoculars.,9/9/22,Yes
7/16/22 12:00,Tayport fife,Fife,United Kingdom,Oval,5-10mins,Tic tac darting about sky,9/9/22,
7/16/22 11:40,Boynton Beach,FL,USA,Diamond,30 seconds,I was alerted to it by the Sun's refection & lack of movement.,9/9/22,
7/16/22 07:56,Concho,,USA,Circle,24 hours a day every day,seen in the night sky above home Blinking white lights white can be seen following my vehicle overhead when driving car/follows me,9/9/22,
7/16/22 04:53,,Queensland,Australia,Chevron,3 minutes,7 bright objects moving slowly westward from the city,9/9/22,
7/16/22 04:33,Worcester,MA,USA,Changing,I watched it for 6-7 mins,"I observed a bright object that appeared to be a cluster of lights , it changed from oblong to rectangular.",9/9/22,
7/16/22 02:50,Katy,TX,USA,Fireball,1 minute,Orange fireball seen moving upward from low position then drifting off into the air. Video evidence.,9/9/22,Yes
7/16/22 02:30,Stoneham,MA,USA,Rectangle,1 minute,Lights hovered in sky and moved overhead bright red lights blinking then stopping changing course at a right angle and moving away.,9/9/22,
7/16/22 02:18,Ridgecrest,CA,USA,Circle,Approximately 10 to 15 se,I saw a very large bright intense green fireball. I was driving along side it so I don't know if it was moving or not.,9/9/22,
7/15/22 23:11,Corpus Christi,TX,USA,Light,10-15 seconds,Red Light SLOWLY GOING DOWN,9/9/22,
7/15/22 22:49,Lebec,CA,USA,Other,,"Green transparent light; falling directly from the sky into the grown, then vanishing",9/9/22,
7/15/22 22:38,Barnwell,SC,USA,Light,Abt. 20 sec.,Blue pulsating light,9/9/22,
7/15/22 22:06,Two Harbors,MN,USA,Disk,,Orange light moving,9/9/22,
7/15/22 22:01,BRADENTON,FL,USA,Circle,Approx one minute,Bright white sphere. Larger than a star..moving steadily then vanishing.Not helicopter.no flashing lights.,9/9/22,
7/15/22 22:00,COLUMBUS,OH,USA,Light,About 20 to 40 minutes,"Light at long distance that rose vertically, dropped about 10 degrees and then remained stationary and pulsed about once per second.",9/9/22,
7/15/22 22:00,East granby,CT,USA,Changing,1 minute. Was very quick,"Was talking with my moms bf, when I looked above and saw a metallic shape, but shortly after it left a trail of light and vanished.",9/9/22,Yes
7/15/22 21:00,Winchester,MA,USA,Triangle,30 -45 seconds,3 points of light in a massive triangle moving together,9/9/22,
7/15/22 20:45,Fredericksburg,VA,USA,Light,Roughly 5 minutes,Bright light hovering in northern sky.,9/9/22,
7/15/22 20:00,"laramie, wyoming",WY,USA,Cone,30 minutes,Looked up in the dimming night sky--sun was still setting--orange to the west---above I saw a very bright -very large STRAIGHT object,9/9/22,Yes
7/15/22 19:15,Ruskin,FL,USA,Circle,2-3 minutes,"Brightly lit object stationary in the sky for 2-3 minutes, during recording my camera failed and shut off",9/9/22,Yes
7/15/22 17:33,,,,Oval,,odd light in the sky,12/22/22,Yes
7/15/22 14:20,Columbus,OH,USA,Other,Few minutes,Craft was in the shape of a ring. My son called it Sonics ring.,9/9/22,Yes
7/15/22 11:30,Destin,FL,USA,Oval,5 seconds,Stationary white oval with tail,9/9/22,
7/15/22 10:30,Checotah,OK,USA,Circle,50 minutes,All the stars moved so fast that we got scared then the usaf followed them,9/9/22,
7/15/22 03:25,Napavine,WA,USA,Sphere,Lasted about an hour,Very bright bouncing sphere. Illuminating the clouds and sky.. slow moving,9/9/22,
7/15/22 00:22,Memphis,TN,USA,Changing,Almost 3 minutes of foota,Strange big light object appeared in the sky and sat there just kind of tilted.,9/9/22,
7/14/22 23:53,Stanwood wa,,,Circle,15 seconds,Saw a bright unblinking light going above my house and the light was changing colors,9/9/22,
7/14/22 22:36,Plymouth,VT,USA,Cigar,W-SE 45 - 90 sec.,Very unusual craft traveling w-se no sound whatsoever,9/9/22,
7/14/22 22:30,East Hartford,CT,USA,Oval,13 Minutes,At approximately 10:30pm on 7/14 I noticed 4 oval shaped lights hovering about 150ft above the park down the street.,9/9/22,
7/14/22 21:45,Bowling Green,KY,USA,Other,Ongoing,Many lights appeared behind my house and other homes in the neighborhood after an orb appeared in the sky the night before.,12/22/22,Yes
7/14/22 21:26,White City,SA,Canada,Triangle,less than a second,Saw three lights in triangle shape shoot across sky,9/9/22,
7/14/22 21:25,"Kirklandlake , ontario",,Canada,Circle,"15 ,20 min from north s",No noise .no exaust .no lights seen orb infront of the rectangle,9/9/22,Yes
7/14/22 21:18,Carson City,,USA,Circle,About a minute,"Bright orb in the eastern sky, moving incredibly fast.",9/9/22,
7/14/22 21:08,Gorham,ME,USA,Light,7 minutes,"Flying bright white light, no visible structure, no sound",9/9/22,
7/14/22 21:00,Seattle,WA,USA,Star,Several minutes,Saw a star shaped craft floating like a feather and gliding across the sky towards the airport probably 400-500 in the air,9/9/22,
7/14/22 20:58,Torrance,CA,USA,Teardrop,Six seconds,Dark Gray Mass Over Southern California,9/9/22,
7/14/22 20:50,West Melbourne,FL,USA,Cylinder,10 min,It was an aura surrounding a light with a flashing light following behind it,9/9/22,
7/14/22 20:48,Hollywood,FL,USA,Light,3 minutes,Round silent white traveling west to east flying erratically leaving smoke trail.,9/9/22,Yes
7/14/22 20:45,Jupiter,FL,USA,Unknown,Maybe 5-8 minutes,Strange cloud formation and an object flying out from it moving very slow,9/9/22,
7/14/22 20:27,Marshall,TX,USA,Other,2 minutes,I saw a bright object resembling a plane with one wing go across the sky and a fake cloud with super fast disc fling underneath it,10/8/22,Yes
7/14/22 20:20,Phoenix,AZ,USA,Light,15 minutes,"Steady green light hovering 1-2 min, change to red bright, intense, 1 min then green, 6 degree west 2 sec hover E original fade south",9/9/22,
7/14/22 18:11,Skelmersdale,Lancashire,United Kingdom,Oval,29 seconds,"We sat in a hut having a smoke and chat, I suddenly stopped and said look at that!",10/8/22,Yes
7/14/22 14:56,Norwalk,CT,USA,,5 minutes,Figure over South Norwalk,9/9/22,Yes
7/14/22 14:00,Smith Mills,KY,USA,Cigar,,Saw a very bright light coming from toward the river,10/8/22,
7/14/22 12:51,YPSILANTI,MI,USA,Circle,,UFO flies up to Blue Angel Jet during Air show practice,10/8/22,Yes
7/14/22 08:40,Fripp Island,SC,USA,Light,15 seconds,Red light moving,9/9/22,
7/14/22 05:40,Blayney,New South Wales,Australia,,90 - 120 seconds,A long string of star size lights,9/9/22,
7/14/22 02:30,Moffat,CO,USA,Other,an hour at least,"Golden Geometrical cube rotating in the sky for long period of time, looked 3D",10/8/22,
7/14/22 02:17,Merthyr Tydfil,,United Kingdom,Star,I fink all night,"It looked like a star, but the stars don't shine that hard",9/9/22,Yes
7/14/22 01:32,Morganton,NC,USA,Changing,Unknown,Changing pinkish white geometric orb,9/9/22,
7/14/22 01:05,Memphis,TN,USA,Changing,I watched for 2 hours,Triangular bright changing shape and color,9/9/22,
7/14/22 00:55,Manchester,Bolton,United Kingdom,Circle,1 min 37 seconds,Back garden look up and saw bright light,9/9/22,
7/14/22 00:14,New Smyrna Beach,FL,USA,Unknown,Not sure. At least 20sec,A glowing object moving around off the coast of New Smyrna beach,9/9/22,
7/13/22 23:56,Jefferson City,TN,USA,Triangle,5 minutes,We were driving home and at first we thought it was a plane upon getting closer we both observed the object litteraly hovering,9/9/22,
7/13/22 23:40,Regina,SA,Canada,Disk,2 seconds,While watching a large thunderstorm an oval disk shaped craft was illuminated against the clouds it floated up and right and disapeared,9/9/22,
7/13/22 23:04,Stirling,Stirling,United Kingdom,Light,Aprox 5 mins,"2 Lights hovering, moving after short period",9/9/22,
7/13/22 23:00,Garland,TX,USA,Circle,15 seconds,I saw a red/green spherical object on my roof,9/9/22,
7/13/22 22:00,Ewing,NJ,USA,Light,2 minutes,Looking up saw light flying across sky and over my house,9/9/22,
7/13/22 21:22,Huntley,MT,USA,,30 seconds,Hovering Light,9/9/22,Yes
7/13/22 20:30,Hazel Green,WI,USA,Oval,About five minutes.,Two UFOs flew past each other in opposite directions.,9/9/22,Yes
7/13/22 20:03,Smyrna,TN,USA,Sphere,Saw 30 - 45 secs. before,"Leaving store noticed beautiful sky, loaded groceries, driving in car looked at sky again, saw sphere at high alt., recorded it.",9/9/22,
7/13/22 20:00,Dayton,NV,USA,Sphere,6 seconds,Bright light suddenly appears above commercial plane,9/9/22,
7/13/22 20:00,Abbotsford,BC,Canada,Disk,1 to 2 minutes,We saw a disk shaped object clearly leave Mt Baker and disappear straight up,9/9/22,
7/13/22 18:45,Beaver Island,MI,USA,Cylinder,one millisecond,VERY FAST whoosh that was heard and also felt/sensed,9/9/22,
7/13/22 12:15,CROSS,SC,USA,Diamond,20 minutes,I was out side late at night about the same place the encounter took place,9/9/22,
7/13/22 09:23,Louisville,KY,USA,Circle,In my view for ten minute,"2 orbs, one higher up, both alternating flashing bright white light in 2 second intervals",9/9/22,Yes
7/13/22 05:52,Lawrence,MA,USA,Disk,Maybe 1 minute,All metal disc with blue light. After some seconds it just teleported ahead within a second.,9/9/22,
7/13/22 04:13,Titonka,IA,USA,Light,2-3 minutes,A very bright and constant light in the northern night sky silently moved east and then south before trees blocked view.,9/9/22,
7/13/22 03:45,West Deptford,NJ,USA,Light,30 minutes,"Stationary source of incredibly bright white light, flashing blue to white, puffs of white light shot out of sides.",9/9/22,
7/13/22 03:25,San Augustine,TX,USA,Circle,2 Minutes,Watched what I thought was a star or planet move very oddly and then move to 2 different locations I directed it to with my mind.,9/9/22,
7/13/22 01:20,Chadderton Oldham,,United Kingdom,Unknown,2 cctv vids of 20 secs,Two vids showing swirling bright bird like image and light pulses on lawn,9/9/22,
7/12/22 22:10,Greybull,WY,USA,,20-30 minutes,"Two large glowing objects ejected 3-5 smaller, faster, brighter flying objects into the sky, disappearing over the Western horizon.",9/9/22,Yes
7/12/22 21:43,Chesterfield,MO,USA,,1:42,Conclusive video evidence of bright white sphere moving West to East. Morphing like a fireball or star.,9/9/22,
7/12/22 20:08,Sebring,OH,USA,Unknown,Odd object moving through,Quiet revolutionary object unbelievably foreign to the sight.,9/9/22,
7/12/22 20:00,Maidstone,Kent,United Kingdom,Sphere,2 mins approx,Saw two spheres one behind.,9/9/22,
7/12/22 19:30,Linden,PA,USA,Oval,30 seconds,Daylight sighting of Oval shaped Object.,12/22/22,
7/12/22 13:30,Tucson,AZ,USA,Changing,3 hrs,Ufo shape shifting up in the sky focused on it and inside a squid looking creature driving,9/9/22,Yes
7/12/22 02:00,Bigelow,AR,USA,Disk,At least a half hour more,I saw a strange light hovering with red green lights flickering I took my camera and filmed it . It was moving up/down /diagonal,9/9/22,Yes
7/11/22 23:34,OAKRIDGE,OR,USA,Light,4 sec,Object caught on security camera. Seems slower than meteor,9/9/22,
7/11/22 23:30,KOLKATA,,India,Light,1 hour,"A light larger and brighter than star.when zoomed in mobile camera, the pattern was changing",9/9/22,Yes
7/11/22 23:00,Bloomfield,NM,USA,Circle,1 maybe 2 minutes,"It was a ball of light that came from the north west, did a u and went in the north east direction",9/9/22,
7/11/22 22:37,Evansville,IN,USA,Unknown,My video is 9 sec,There was like a drone then what I can describe as a man operated drone,12/22/22,
7/11/22 22:03,Los Angeles,CA,USA,Disk,One - two minutes,"While observing the International Space Station, I saw a three-sided circular disk, flipping over and over like a coin, heading west.",9/9/22,Yes
7/11/22 22:03,"Van Nuys, Los Angeles",CA,USA,Cylinder,About one minute,This is an addendum to a previous report I filed at the end of August,10/8/22,
7/11/22 22:03,Van Nuys,CA,USA,Cylinder,A minute or two,"Saw a lighted, cylindrical UAP, traversing the sky westward in a seemingly level, horizontal trajectory, while continually flipping.",9/9/22,Yes
7/11/22 19:30,Canon City,CO,USA,Cross,5 minutes,Ufo,12/22/22,
7/11/22 14:36,Bucharest,Bucharest,Romania,Circle,10-15s,"White orb of lighting, no sound, slow",9/9/22,
7/11/22 14:00,North Las Vegas,NV,USA,Sphere,1,Multiple lights seen mid-day (near area 51),12/22/22,
7/11/22 11:52,Snohomish,WA,USA,Circle,At least 3 minutes,Saw a roundish light object in the sky,12/22/22,Yes
7/11/22 08:45,St Clair Shores,MI,USA,Cigar,,"We saw a long tube/pill shaped object flying on an angle. It was clear it had no wings, propellers, and made no sound.",9/9/22,
7/11/22 02:23,"Washington, United Kingdom",United Kingdom,United Kingdom,Unknown,Unknown,I checked the flight radar application and there wasn't an aircraft where this object was.,9/9/22,
7/11/22 00:48,Blackpool,Lancashire,United Kingdom,Circle,3 minutes,2 UFO flying weirdly over Irish Sea in strange manoeuvre disappearing and reappearing,9/9/22,
7/10/22 23:40,Kameno,Burgas Province,Bulgaria,Triangle,10 minutes,Large flying triangle 1 large central orange light and 3 outer lights on each tip of various colours.,9/9/22,Yes
7/10/22 22:42,Smithtown,NY,USA,Circle,5-8 seconds,I witnessed what appeared to be a moving aircraft and noticed no beacon lights flashing then I thought it may have been a star,9/9/22,Yes
7/10/22 21:45,Dallas,PA,USA,Triangle,10 minutes,A triangle aircraft maneuvering in ways I've never seen in any military aircraft whatsoever,9/9/22,
7/10/22 21:34,Rutland,VT,USA,Circle,10 minutes,I was walking my 2 dogs & saw 3 round orange bright lights hovering close together. They hovered for 3 minutes before 2 disappeared,9/9/22,
7/10/22 21:34,Live Oak,CA,USA,Sphere,,Above my apartment in my balcony.,9/9/22,
7/10/22 21:27,Friday Harbor,WA,USA,Cigar,10 minutes,Cigar shaped object moving slow from NE to SW,9/9/22,Yes
7/10/22 20:09,Concord,NH,USA,Cylinder,approx. 20-30 seconds,Travel West to East. Contrails. 3 heat signatures port side. No sonic boom/sub sonic.,9/9/22,Yes
7/10/22 15:44,Newcastle upon Tyne,,,Oval,Around 30 minutes,UPA FOOTAGE FROM ENGLAND,9/9/22,Yes
7/10/22 14:30,"Alamosa, San Luis Valley",CO,USA,Sphere,,Took two sequential photos and a white sphere was observable in the first but not the second.,9/9/22,Yes
7/10/22 12:57,Alexandria,IN,USA,Cylinder,Approximately 20 seconds,"No wings, cylinder streaking across clear sky, comes to complete stop, then streaks 120 degrees straight up and out of sight.",9/9/22,
7/10/22 04:45,Rio grande,NJ,USA,Unknown,45 minutes,Hovering at about 2500 ft then ascended and disappeared,9/9/22,
7/10/22 01:34,Reading,Wokingham,United Kingdom,Light,,Outside my home,10/8/22,
